text,workout_type,source,video_title,channel,likes,date,video_id,author,word_count,spam,cleaned_text,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_compound,sentiment_category,motivation_type,motivation_strength,equipment_gym_specific,equipment_home_specific,equipment_free_weights,equipment_cardio,equipment_primary,total_equipment_mentions,satisfaction_positive,satisfaction_negative,satisfaction_progress,satisfaction_frustration,satisfaction_net,satisfaction_level
Not for beginners just FYI. Requires upper body strength to do many many plank and pull-up exercises.,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-07,cbKkB3POqaY,@JM-NYer,17,False,Not for beginners just FYI Requires upper body strength to do many many plank and pull up exercises,0.0,0.736,0.264,0.694,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Day 1; prayed to God three times for strength got all the way to 14:39 secs before hitting my limit and I'm honestly proud of it lol,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-07,cbKkB3POqaY,@LeniyaWilliams,27,False,Day 1 prayed to God three times for strength got all the way to 14 39 secs before hitting my limit and I m honestly proud of it lol,0.0,0.597,0.403,0.9217,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"It's my first day 
11 minutes and exhausted like hell
Will continue tomorrow 
And update here",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-07,cbKkB3POqaY,@unknown-vr5cy,16,False,It s my first day 11 minutes and exhausted like hell Will continue tomorrow And update here,0.314,0.575,0.111,-0.6808,negative,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
"i started a new journey to look fit ,eat clean , and i am also improving my communication  
its my 1st day of workout so i am very excited and i feel tired very quick my mantra is start slow and stay consistent 
☑10 min only 🙃",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,4,2026-03-06,cbKkB3POqaY,@LilyRoy-r7m,47,False,i started a new journey to look fit eat clean and i am also improving my communication its my 1st day of workout so i am very excited and i feel tired very quick my mantra is start slow and stay consistent 10 min only,0.059,0.716,0.224,0.7939,positive,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
"Day 1: got to 8:35, took a 5 minute break, skipped supermans and did wall pushups and standing leg raises, did regular glute bridges instead, skipped bridge pulses, wall push ups for the left lift and push-ups, plank for the plank front walk backs, skipped low plank hold",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-05,cbKkB3POqaY,@37macherie00,48,False,Day 1 got to 8 35 took a 5 minute break skipped supermans and did wall pushups and standing leg raises did regular glute bridges instead skipped bridge pulses wall push ups for the left lift and push ups plank for the plank front walk backs skipped low plank hold,0.07,0.93,0.0,-0.3182,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Can someone please like it to remind me to practise everyday?,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,6,2026-03-05,cbKkB3POqaY,@aditibhattacharyya9613,11,False,Can someone please like it to remind me to practise everyday?,0.0,0.652,0.348,0.5859,positive,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"beginners workout and I still couldn't finish all of it.. guess I'm more out of shape than I tought. So new goal, do this every day until I can do the whole 28 minutes!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-05,cbKkB3POqaY,@mandy5959,34,False,beginners workout and I still couldn t finish all of it guess I m more out of shape than I tought So new goal do this every day until I can do the whole 28 minutes!,0.0,1.0,0.0,0.0,neutral,internal,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Someone keep liking this plz. So i get reminded to do this everyday,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,5,2026-03-05,cbKkB3POqaY,@Rash748,13,False,Someone keep liking this plz So i get reminded to do this everyday,0.0,0.71,0.29,0.4723,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Standing Jacks
4 crunches + 4 squat pulses
Squats
Walk it out
Reach up and down
Plank side step
Child pose + knee push up
Split squat
Step back burpee
Plank toe tap
Squat + crunch
Slow mountain climbing
3 sec hold squat
Plank Shoulder tap
Superman
Knee push ups
Low plank leg raises
Crunches
Lean back body twist
Reach + hug thigh
Legs up and down
Ab hold
Legs glute bridge
Legs glute bridge pulses
Burpee + 2 punches
Leg lift + push up
Plank walk front and back
Low plank side dips
Plank hold
Child pose 
Deep lunges
Inhale exhale",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,3,2026-03-05,cbKkB3POqaY,@SoviSonu,102,False,Standing Jacks 4 crunches 4 squat pulses Squats Walk it out Reach up and down Plank side step Child pose knee push up Split squat Step back burpee Plank toe tap Squat crunch Slow mountain climbing 3 sec hold squat Plank Shoulder tap Superman Knee push ups Low plank leg raises Crunches Lean back body twist Reach hug thigh Legs up and down Ab hold Legs glute bridge Legs glute bridge pulses Burpee 2 punches Leg lift push up Plank walk front and back Low plank side dips Plank hold Child pose Deep lunges Inhale exhale,0.044,0.902,0.055,0.0258,neutral,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Not perfect but I completed however I could. I am proud of myself for starting. Please like this so I come back to this video  heart ♥,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-05,cbKkB3POqaY,@ThatOneYoutuberr,27,False,Not perfect but I completed however I could I am proud of myself for starting Please like this so I come back to this video heart,0.066,0.593,0.341,0.8538,positive,internal,2,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
"Tryint to get to 65kg in 5 month 
Sw:77kg
Cw:76kg
I will inform u about my weight every month 
Day 1 stopped at: 6:01",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-04,cbKkB3POqaY,@Mari.011x,24,False,Tryint to get to 65kg in 5 month Sw 77kg Cw 76kg I will inform u about my weight every month Day 1 stopped at 6 01,0.083,0.917,0.0,-0.2263,negative,goal_oriented,1,0,0,2,0,no_equipment,2,0,0,0,0,0,neutral
"1st day done. Please like this comment

2nd day- its so soar
3rd day- feeling good did it",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,3,2026-03-04,cbKkB3POqaY,@KristinaCassandraMillana-j5i,18,False,1st day done Please like this comment 2nd day its so soar 3rd day feeling good did it,0.0,0.603,0.397,0.802,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"I did it! I completed it and I don’t really feel tired. I did most of the exercises well except I couldn’t do the pushup ones :(
But hey at least I tried, it was lowkey fun too
You are awesome!",home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,1,2026-03-03,cbKkB3POqaY,@hiiiiiiii24,41,False,I did it! I completed it and I don t really feel tired I did most of the exercises well except I couldn t do the pushup ones But hey at least I tried it was lowkey fun too You are awesome!,0.047,0.677,0.276,0.9031,positive,not_detected,0,0,0,0,0,no_equipment,0,1,1,0,0,0,neutral
this was harder than I expected lol... i had to modify some exercises because I couldnt do them,home,youtube,25 MIN FULL BODY HIIT for Beginners - No Equipment - No Repeat Home Workout,growingannanas,0,2026-03-03,cbKkB3POqaY,@arya.5,18,False,this was harder than I expected lol i had to modify some exercises because I couldnt do them,0.0,0.833,0.167,0.4215,positive,mixed,2,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
Start Training With Me on My App (7 day Free-Trial): www.dalatifit.com,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,801,2023-06-15,YjLni7LsycM,@dalati,11,False,Start Training With Me on My App 7 day Free Trial,0.0,0.732,0.268,0.5106,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Damn no bicep training, aside from pull ups if you even count that",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-21,YjLni7LsycM,@edi1499,13,False,Damn no bicep training aside from pull ups if you even count that,0.308,0.692,0.0,-0.5994,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"My issue with pull-ups is a lack of straight bars to use. I don't really have a nearby park for it, and I have no equipment. I'd but something for it, but I'm broke. . .

Is there an alternative option?",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-16,YjLni7LsycM,@Frisk_the_Phoenix,41,False,My issue with pull ups is a lack of straight bars to use I don t really have a nearby park for it and I have no equipment I d but something for it but I m broke Is there an alternative option?,0.181,0.781,0.038,-0.6705,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Pull ups cant do

No park.
Cant afford the pull up bar😢
Too short for door😭",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-11,YjLni7LsycM,@JustARandomCroissant,16,False,Pull ups cant do No park Cant afford the pull up bar Too short for door,0.0,0.888,0.112,0.2235,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Does it all have to be done in a day?... Then keeping it up daily,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-02-09,YjLni7LsycM,@charlesuwaga3587,15,False,Does it all have to be done in a day? Then keeping it up daily,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
This is a nice excersie but I would say probably a intermediate one not a beginner one but still a cool workout plan by Pierre,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2026-01-30,YjLni7LsycM,@lelou_175,25,False,This is a nice excersie but I would say probably a intermediate one not a beginner one but still a cool workout plan by Pierre,0.0,0.788,0.212,0.5927,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"crazy to assume everyone can do pullups
this was 2 years ago tho??",home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2025-12-04,YjLni7LsycM,@comicallyFlow,13,False,crazy to assume everyone can do pullups this was 2 years ago tho??,0.201,0.799,0.0,-0.4137,negative,external,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Thx I'm saving this vid and will add these to my routine,home,youtube,Full Body Workout Without Equipment,Pierre Dalati,0,2025-11-24,YjLni7LsycM,@decayed_firecaster,12,False,Thx I m saving this vid and will add these to my routine,0.0,0.8,0.2,0.3612,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌

No Equipment? No Problem!🫡👇

▸ Push-Ups – 3 sets x 12-15 reps  
▸ Pike Push-Ups – 3 sets x 10-12 reps  
▸ Close Grip Push-Ups – 3 sets x 8-10 reps  
▸ Mountain Climbers – 3 sets x 30-45 sec

*30-45 sec rest between sets

SAVE, SHARE & TRY!✌️
.
📲Download our fitness app : www.squatcouple.app

📲ดาวน์โหลดโปรแกรมออกกำลังกายในแอปได้ที่ : www.squatcouple.app",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,157,2024-10-02,iQtLqqvVPV8,@SQUATCOUPLE,67,False,UPPER BODY AT HOME 4 Bodyweight Exercises No Equipment? No Problem! Push Ups 3 sets x 12 15 reps Pike Push Ups 3 sets x 10 12 reps Close Grip Push Ups 3 sets x 8 10 reps Mountain Climbers 3 sets x 30 45 sec 30 45 sec rest between sets SAVE SHARE TRY! Download our fitness app ดาวน โหลดโปรแกรมออกกำล งกายในแอปได ท,0.113,0.734,0.152,0.5346,positive,goal_oriented,3,0,1,1,0,home_focused,2,0,0,0,0,0,neutral
Should I do these exercises every day? If so how many times should I do every single exercise,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-03-03,iQtLqqvVPV8,@mexicanboy09,18,False,Should I do these exercises every day? If so how many times should I do every single exercise,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Any tips about this ""train to failure"" thing because after I go past my limit (like my body go jelly), I need days just to rest because I really can't move it because it hurt/sore so bad.",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,13,2026-03-03,iQtLqqvVPV8,@Guests99,37,False,Any tips about this train to failure thing because after I go past my limit like my body go jelly I need days just to rest because I really can t move it because it hurt sore so bad,0.286,0.659,0.055,-0.8883,negative,internal,1,0,0,0,0,no_equipment,0,0,3,0,0,-3,very_dissatisfied
Totally thought he was going to do an ab push up 😅,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-02-18,iQtLqqvVPV8,@Contaminatedvitalsigns,12,False,Totally thought he was going to do an ab push up,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Anyone girl here how like to get veiny hands and 💪❤😅,home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2026-01-30,iQtLqqvVPV8,@NikhilSagar-d8t,11,False,Anyone girl here how like to get veiny hands and,0.0,0.783,0.217,0.3612,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Thank you for your valuable insights — this knowledge has been truly helpful to me. To make your expertise accessible to more people in countries like the USA, UK, and Germany, you might consider creating an account on StrongBody AI, a freelance platform with multilingual support. If you'd like to know more, just reply to this comment.",home,youtube,📌UPPER BODY AT HOME | 4 Bodyweight Exercises👌,SquatCouple,0,2025-12-02,iQtLqqvVPV8,@daniel-strongbodyai,57,False,Thank you for your valuable insights this knowledge has been truly helpful to me To make your expertise accessible to more people in countries like the USA UK and Germany you might consider creating an account on StrongBody AI a freelance platform with multilingual support If you d like to know more just reply to this comment,0.0,0.663,0.337,0.9657,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
My legs are aching I’m tryna not get fun of anymore so I have to do this,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-03-06,AqiS1Qe_drQ,@mega_blastoise1,17,False,My legs are aching I m tryna not get fun of anymore so I have to do this,0.312,0.688,0.0,-0.7097,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"For beginners, How many times a week should we do this? Or is it everyday?",home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-03-03,AqiS1Qe_drQ,@Flipmeister,15,False,For beginners How many times a week should we do this? Or is it everyday?,0.0,1.0,0.0,0.0,neutral,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Leg workout is the best but most people always want to run from it,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-02-24,AqiS1Qe_drQ,@Jtigerfitness1,14,False,Leg workout is the best but most people always want to run from it,0.0,0.73,0.27,0.5339,positive,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"Oh yeah, got done with this workout. Legs are filling it recommending for sure.",home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-02-22,AqiS1Qe_drQ,@denothegreat514,14,False,Oh yeah got done with this workout Legs are filling it recommending for sure,0.0,0.727,0.273,0.5423,positive,not_detected,0,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
2 years later I'm just now rocking this workout. Just got done - I know I'm going to be hurtin tomorrow,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-02-19,AqiS1Qe_drQ,@samdickinson8212,21,False,2 years later I m just now rocking this workout Just got done I know I m going to be hurtin tomorrow,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
Thanks man gym was way too crowded today so this really helped!,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-01-17,AqiS1Qe_drQ,@goldorezzz,12,False,Thanks man gym was way too crowded today so this really helped!,0.0,0.775,0.225,0.4926,positive,external,1,0,0,0,0,no_equipment,0,2,1,0,1,1,satisfied
Is 45 sec lunge js how many you can do in 45 seconds?,home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2026-01-11,AqiS1Qe_drQ,@Balright-w3g,13,False,Is 45 sec lunge js how many you can do in 45 seconds?,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
is it okay to have a rest in between sets and for how long?,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2026-01-03,AqiS1Qe_drQ,@tyreaseAnau,14,False,is it okay to have a rest in between sets and for how long?,0.0,0.863,0.137,0.2263,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
I know you do a lot of QB and WR stuff but do you have any tips on how to watch film for Linebackers? More specifically how to read the offense and try and predict plays,home,youtube,Home legs workout (no equipment),Samir Aboudou,0,2025-12-31,AqiS1Qe_drQ,@LukeKeuchlyTheGoat,36,False,I know you do a lot of QB and WR stuff but do you have any tips on how to watch film for Linebackers? More specifically how to read the offense and try and predict plays,0.068,0.865,0.068,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,1,0,neutral
"I did this and it worked really well im tired, but what about calves i didnt really feel anything in that",home,youtube,Home legs workout (no equipment),Samir Aboudou,1,2025-12-27,AqiS1Qe_drQ,@aidenpanap4173,21,False,I did this and it worked really well im tired but what about calves i didnt really feel anything in that,0.1,0.818,0.082,-0.099,negative,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
Good workout but half these targets the shoulder and back not the arms.,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-03-02,YEyFdtni3uU,@orwhynotrandom,13,False,Good workout but half these targets the shoulder and back not the arms,0.0,0.86,0.14,0.2382,positive,goal_oriented,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
Is it better to do it in the exact order ? Or in reps lol,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-03-02,YEyFdtni3uU,@Juulpawd,15,False,Is it better to do it in the exact order ? Or in reps lol,0.0,0.678,0.322,0.6908,positive,goal_oriented,1,0,0,0,0,no_equipment,0,1,0,1,0,1,satisfied
Do I need to do it by being in standing position because I have prolapse,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-26,YEyFdtni3uU,@CeaselessVision,15,False,Do I need to do it by being in standing position because I have prolapse,0.0,1.0,0.0,0.0,neutral,internal,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Thanks for the graceful workout imma send dis to my gf,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-24,YEyFdtni3uU,@FelineThrasher,11,False,Thanks for the graceful workout imma send dis to my gf,0.0,0.604,0.396,0.7096,positive,not_detected,0,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
5 mins for the first one is wild. Maybe it was an error 😕,home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-02-12,YEyFdtni3uU,@alysiawilson9860,14,False,5 mins for the first one is wild Maybe it was an error,0.197,0.803,0.0,-0.4019,negative,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Guys if you're a beginner this workout is great. Pair it with a fitness timer (I used an app called Timer Plus but there are a ton on the app store) to help keeping count. I added 15sec recovery time between each move.,home,youtube,5 MIN ARM WORKOUT,MadFit,1,2026-02-01,YEyFdtni3uU,@mimio008,43,False,Guys if you re a beginner this workout is great Pair it with a fitness timer I used an app called Timer Plus but there are a ton on the app store to help keeping count I added 15sec recovery time between each move,0.0,0.825,0.175,0.7684,positive,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
"❤❤❤Thanks,, I disa your full workout today and felt awesome. 💪",home,youtube,5 MIN ARM WORKOUT,MadFit,0,2026-01-30,YEyFdtni3uU,@anthonettfillies4759,11,False,Thanks I disa your full workout today and felt awesome,0.0,0.5,0.5,0.7906,positive,not_detected,0,0,0,0,0,no_equipment,0,3,0,0,1,3,very_satisfied
its actually 8 exercises because the sode plank has to be done on BOTH sides,home,youtube,7 best bodyweight exercises,WeShape,0,2024-11-24,HOAR6kManeo,@dragonchr15,15,False,its actually 8 exercises because the sode plank has to be done on BOTH sides,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Yah you could but a lot of hotels nowadays have gyms even some nicer apartments have very nicely furnished gymnasiums. Yah🎧,home,youtube,7 best bodyweight exercises,WeShape,0,2024-11-14,HOAR6kManeo,@BuffetBuff,21,False,Yah you could but a lot of hotels nowadays have gyms even some nicer apartments have very nicely furnished gymnasiums Yah,0.0,0.689,0.311,0.8458,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Can u share some lower body strengthening and inch loss exercise ( lower back ,hips ,outer and inner thighs , calf muscles )",home,youtube,7 best bodyweight exercises,WeShape,0,2024-02-24,HOAR6kManeo,@mokshaa6329,23,False,Can u share some lower body strengthening and inch loss exercise lower back hips outer and inner thighs calf muscles,0.257,0.536,0.207,-0.0772,negative,mixed,2,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
My back off and on so ... thanks. But I don't know if it'll get me to drop body fat🤔☕️,home,youtube,7 best bodyweight exercises,WeShape,0,2024-01-20,HOAR6kManeo,@SlyBurrito360,20,False,My back off and on so thanks But I don t know if it ll get me to drop body fat,0.12,0.772,0.108,-0.0719,negative,not_detected,0,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
"Obviously bone on bone arthritis would prevent ppl from doing some of these, but especially not recommended to get up and down from a couch that low.  Ouch!",home,youtube,7 best bodyweight exercises,WeShape,0,2024-01-10,HOAR6kManeo,@pjstar2009,28,False,Obviously bone on bone arthritis would prevent ppl from doing some of these but especially not recommended to get up and down from a couch that low Ouch!,0.173,0.792,0.035,-0.6367,negative,internal,1,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
Bro normal push ups are also made Hindu people in India,home,youtube,7 best bodyweight exercises,WeShape,0,2023-12-23,HOAR6kManeo,@manasshukla2151,11,False,Bro normal push ups are also made Hindu people in India,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Pull Ups
Rows
Push Ups
Dips
Squats
Reverse Hyperextension 
Sit Ups",home,youtube,7 best bodyweight exercises,WeShape,3,2023-12-22,HOAR6kManeo,@stumpythetarantula,11,False,Pull Ups Rows Push Ups Dips Squats Reverse Hyperextension Sit Ups,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Please make these into a video i need exercises i can actually do without all the extras,home,youtube,7 best bodyweight exercises,WeShape,0,2023-12-05,HOAR6kManeo,@callieduval3000,17,False,Please make these into a video i need exercises i can actually do without all the extras,0.0,0.85,0.15,0.3182,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Respected sir one small correction in Hindu push ups. Your leg and both hands must be in the same width,home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-29,HOAR6kManeo,@ravishivanna2425,20,False,Respected sir one small correction in Hindu push ups Your leg and both hands must be in the same width,0.0,0.86,0.14,0.4767,positive,internal,1,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"Fab . ....But, why are lunges so hard? Am I the only person on the planet with little ankle flexibility. ( double bounced while trampolining). Is there are tips for that?",home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-29,HOAR6kManeo,@kelbell9312,31,False,Fab But why are lunges so hard? Am I the only person on the planet with little ankle flexibility double bounced while trampolining Is there are tips for that?,0.071,0.773,0.156,0.4104,positive,not_detected,0,0,0,0,0,no_equipment,0,0,1,0,0,-1,dissatisfied
"The Hindu Push up ? Lol is that what u call it ? It’s a Yoga pose , and in India, it’s called the upward Dog or in Sanskrit “ Urdhva Mukha Svanasana “",home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-13,HOAR6kManeo,@Helloyellowyogi,34,False,The Hindu Push up ? Lol is that what u call it ? It s a Yoga pose and in India it s called the upward Dog or in Sanskrit Urdhva Mukha Svanasana,0.0,0.892,0.108,0.4871,positive,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
Am I the only one who wants to eat this man's butt?,home,youtube,7 best bodyweight exercises,WeShape,0,2023-11-09,HOAR6kManeo,@lotfibouhedjeur,12,False,Am I the only one who wants to eat this man s butt?,0.0,1.0,0.0,0.0,neutral,not_detected,0,0,0,0,0,no_equipment,0,0,0,0,0,0,neutral
"We’re back — and moving together again ✨

If you’re training with me today, comment “DONE” once you finish.

I’d love to know ⬇
• Where you’re moving from
• How your body felt during the workout

This isn’t about perfection — it’s about showing up for yourself.
More sessions coming ... I Promise🤍https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f447.png",home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,40,2026-01-15,bM2ueLV0A4I,@Mrandmrsmuscle,54,False,We re back and moving together again If you re training with me today comment DONE once you finish I d love to know Where you re moving from How your body felt during the workout This isn t about perfection it s about showing up for yourself More sessions coming I Promise,0.0,0.811,0.189,0.8876,positive,mixed,4,0,0,0,0,no_equipment,0,3,0,1,0,3,very_satisfied
I’m out of town with no equipment and this was perfect!  I did 3 rounds to give me 30 minutes. Killer!  Thank you!,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,1,2026-02-27,bM2ueLV0A4I,@lynngardner76,23,False,I m out of town with no equipment and this was perfect! I did 3 rounds to give me 30 minutes Killer! Thank you!,0.249,0.541,0.21,-0.2905,negative,internal,1,0,0,0,0,no_equipment,0,2,0,0,0,2,very_satisfied
girl i LOVE your videos mainly the image atthe bottom.. HOWEVERRRRRRRR do you do any videos without lunges????  I dont want an easy workout thaats why i watch but AS SOOOOON as I see a lunge i clink off I have to much weight and i dont like the knee things... any way you can do a big girl knee your normal intensity workout?? workouts with stretching and building involved... lol am i asking for a tall order i know i apologize .. just love your style,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-02-25,bM2ueLV0A4I,@naturallydee6850,87,False,girl i LOVE your videos mainly the image atthe bottom HOWEVERRRRRRRR do you do any videos without lunges???? I dont want an easy workout thaats why i watch but AS SOOOOON as I see a lunge i clink off I have to much weight and i dont like the knee things any way you can do a big girl knee your normal intensity workout?? workouts with stretching and building involved lol am i asking for a tall order i know i apologize just love your style,0.051,0.763,0.186,0.9143,positive,goal_oriented,1,0,0,1,0,no_equipment,1,1,0,0,0,1,satisfied
Used today loveee. Love the muscles worked shown also puts it into perspective!!,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-30,bM2ueLV0A4I,@ShonnicaAddison,13,False,Used today loveee Love the muscles worked shown also puts it into perspective!!,0.0,0.715,0.285,0.6988,positive,mixed,3,0,0,0,0,no_equipment,0,1,0,0,0,1,satisfied
The stark white background is so so so offputting. feels like we are in a dystopian world.,home,youtube,"20 minute Full Body BODYWEIGHT Muscle, Strength and Fat Burn Workout",MrandMrsMuscle,0,2026-01-30,bM2ueLV0A4I,@peppermagic,17,False,The stark white background is so so so offputting feels like we are in a dystopian world,0.0,0.844,0.156,0.4144,positive,not_detected,0,0,0,1,0,no_equipment,1,0,0,0,0,0,neutral
