text,workout_type,source,video_title,channel,likes,date,video_id,author,word_count,spam
"I cant express how good these excercises are, after laying of gym for while and long sitting  due to desk job, I started devloping pains in rhomboid areas and lower back. Today I was feeling I cant do much as I woke up with pain, these excercises felt good to start blood flow and was easy on body too.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-07-15,h5eC6HW7CHU,@prabalpratapsingh9144,59,False
"You built that physique by going to the gym.
 
3 movements shown here are a Hinge (""deadlift""), Squat( Bodyweight squat), Push (Push up). This is not opitmal at all.

Fundamental movement patterns in humans are as follows:-

1. Push - Horizontal & Vertical
2. Pull - Horizontal & Vertical
3. Squat
4. Lunge
5. Hinge 
6. Carry
7. Locomotion 

I get you are content creator and need to post some thing or the other. but this is straight nonsense & misleading.


If you are watching this no gym workout nonsense like i did. Stop and get the gym memberships & overload these movements with actual weights.
Progessed more in 6 months than years of this stupidity.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,2,2024-02-21,h5eC6HW7CHU,@Ethereum1789,116,False
"Bodyweight squats are useless, I guarantee your legs can lift at least 2 x your body weight. Them quads need to be challenged",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-02-12,h5eC6HW7CHU,@xerikl,23,False
"The ""toe squats,"" demonstrated in the video above, are, in ballet parlance, grand plie in first position.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-24,h5eC6HW7CHU,@22Too,17,False
"Suddenly have shoulder pain ... not heavy pain. 
But Feel uncomfortable...I not even did shoulder or chest workouts... unable to do workouts . 
Any solution please ?
Thanks",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-22,h5eC6HW7CHU,@TravelWithParisTamizhaa,28,False
"What kind of reps can I do to reduce my man bun, though?",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,1,2024-01-22,h5eC6HW7CHU,@jesse_cole,13,False
These guys have the best energy and deliver simple and effective workouts that stretch and strengthen. Great combo,home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,9,2024-01-18,h5eC6HW7CHU,@matthewmagnotta2822,18,False
"Hi Josh, I heard about your channel from Jude (JumpRopeVeteran) and have been watching a lot of the videos; lots of useful information.
I have been doing body-weight exercises (since Aug 2023) and jump rope (using the Rhythm Rope since Nov 2023). In addition, I have been watching what I eat. I am ensuring that my routines and eating habits are sustainable. I have now lost around 18 lbs. 

Since I really liked this video, I have started doing this as a 5-set workout 3x a week. I have also incorporated hanging into my workout and rope flow during the dynamic rest (simple underhand/overhand swings). The other days is 30 min of jump rope and everyday has a 3+ mile walk. 

Thanx for these videos again; very helpful.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,14,2024-01-05,h5eC6HW7CHU,@focusonmoi,128,False
"Body without gym comes from a man who has exercises shot in the gym. So one can assume that this man goes to gym, and fooling others to get gym body without gym, so that he gets likes.😅",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2024-01-04,h5eC6HW7CHU,@pragatibawane,38,False
"Strength side, squat university and umove channels were the main reason why I got motivated to working out again after disc hernia surgery. I learned even more about my body, even though I’m a physician. Now I’m pain free. Thank you God and thank you strength side.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,5,2023-12-25,h5eC6HW7CHU,@K24718,47,False
"Like those excercises.
I quit pro sports 8 years ago, go to gym twice a week, but have such workouts as u show on your channel almost every day. I never felt so great as now.",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,1,2023-12-07,h5eC6HW7CHU,@AndyNeverEnding,36,False
"The people just walking around there neighborhood wondering what the heck they are looking at (all jokes, keep up the good work)",home,youtube,No Equipment| Get in Shape| Full Body Bodyweight Workout,Strength Side,0,2023-12-04,h5eC6HW7CHU,@JacksonXW,22,False
